Job,Skills/Keywords
BI Analyst,"Consulting, Enterprise reporting, Retail Analytics, Interpersonal skills, Data collection, PLSQL, Telecommunication, Computer science, Market Basket Analysis, Customer Segmentation, BPO, CME, MS Office suite, Business process, IT services, Supply chain, Windows, microsoft, Database management, Analytical, R, VMware, Project delivery, Business analysis, MIS, MS SQL, Data Science, Time management, Customer service, Business intelligence, tableau, Performance management, Stored procedures, Data analysis, Oncology, Healthcare, Business Intelligence, Management, Exploratory Data Analysis, BI Analyst, Management consulting, Automation, Data quality, POWERBI, Change management, Data structures, Cloud computing, MySQL, Project management"
"Analyst, Consulting","Consulting, Telecom, Analytical, Continuous improvement, Data mining, Data management, Financial analysis, Project management"
SCM Analyst,"Data Dictionary, data analysis, Data Quality Management, Data Anlalytics, MIS Reporting, Dashboard Development, dashboards, Data Validation, Data Analytics, Data Management"
Billing Analyst I,"Data analysis, Billing Analyst, Billing, Production, Operations, Monitoring, Supervision, Service management"
Senior Technical Recruiter,"DevOps, Manager Technology, Python, IT Recruitment, ServiceNow Hiring, devops, technical recruitment, Front end, data science, Niche Skill Hiring, Analytics, E-commerce, github, IT Skills, Salesforce, Backend"
"Senior Consultant, Development","Relational SQL, Python, Event Grid, SQL Server, Object - oriented, Power BI, Service Bus, data modelling, Azure Data, Databricks, written communication, Azure SQL DWH, Microsoft Azure, Azure Data Catalog, Hadoop"
Staff Analyst - Compensation & Benefit,"Compliance, data integrity, Budgeting, Analytical skills, Interpersonal skills, Analyst, HR, Silicon, RSS, MS Office, Customer service"
Configuration Analysis Analyst,"Diversity and Inclusion, BPO, Business process, data services, IT services, Basic, Senior Analyst, Automation"
Strategy Analyst Digital Analytics,"Python, pos, data, R, web analytics, mapping, IT Skills, SQL"
Product / Insight Analyst,"Strategic partnerships, SAN, Python, Data analysis, Business analysis, Computer science, IT Skills, Tableau"
Operations Support Analyst,"non-voice process, Administration, Support Analyst, Staffing, Data analytics, Operations Support, data moderation, operational support, market research, Data management, Operations Support Analyst, Lead Operations, communication"
Retail Analyst/MIS Specialist,"Data Analysis, MIS Reporting, Analysts, MIS"
Assistant Vice President - Oracle Financial (Business Analyst),"Analytical, Data conversion, Business process, Procurement, Windows, Reconciliation, Operations, Project planning"
Fraud Analyst,"Managed services, Analytical, Fraud Analyst, Investigation, Internet research, HP data protector, E-commerce, Customer service"
Enterprisewide Program Analyst,"HCM, PowerPoint, project management, E - mail, ERP, communication, Excel, Microsoft Word"
Staff Analyst -SAP-FICO/RTR,"process integration, Data conversion, Business process, Functional testing, Silicon, RSS, ERP, Integration testing"
Tech Product Support Analyst,"Python, query, Data warehousing, Product Support Analyst, SQL"
Analyst Billing Operations,"Billing Analyst, Billing, Aviation, Telecommunication, Operations, Data processing, Manager Quality Control, IT operations"
Reconciliation Analyst,"Consulting, Telecom, BPO, Business process, Capital market, IT services, Corporate actions, Fixed income"
Sr. UX Anlyst,"market data, User experience design, Interaction design, Intranet, Financial services, Product management, Representative, Usability testing"
"Business Analyst, Property Tax Compliance","SAP, Db2, Visual Basic, Data management, Data quality, MS Access, PeopleSoft, Project management"
Analyst IT - Digital Analytics,"Design, Business Analysis, Digital Marketing, Data Visualization, Problem Solving, Banners, Management Skills"
IP Analyst,"Continuous improvement, data integrity, Trademarks, Standard operating procedures, IP Analyst, Support services, MS Office, Process improvement"
Urgent Hiring For Business Intelligence Analyst,"Data Analysis, Market Intelligence, strategic consulting, Business Intelligence, Market Analysis, Business Analysis, Requirement Analysis"
ETL Test Analysts,"data model, ETL architecture, case, ETL Testing, Data warehouse, Ab Initio, SQL, SQL queries"
ETL Analyst,"Test scripts, ETL testing, Administration, Solution design, Testing, Test execution, IT Skills, SQL queries"
Analyst- CRM Reporting,"data science, data analytics, Tableau, sql"
Controls Monitoring Analyst 2,"Legal compliance, Account management, Credit risk, Data Analyst, IFRS, Underwriting, Analyst 2, Risk management"
Internal Investigation Services Analyst,"Unix, Information security, digital forensics, Analytical, Data collection, Analyst, Computer science, Linux"
Manager - Business Analyst ( Treasury & Finance ),"Due diligence, Data analysis, Business solutions, Cognos, Test cases, Data management, Business Analyst, Business intelligence"
BPO Trade Settlement Analyst,"BPO, Administration, data services, Account Reconciliation, Corporate actions, Reconciliation, Bloomberg, Trade"
Product Operations Analyst,"Product Management, Sales operations, Packaging, Product engineering, HP data protector, IT Skills, Venture capital, Salesforce"
"Analyst, Info Sys 2","Performance tuning, SSIS, Database design, Informatica, microsoft, Customer service, Data modeling, SSRS"
"Assistant Manager , Regulatory Reporting Change Analyst","Data analysis, Financial services, Business analysis, MIS, Data management, Business Analyst, Analytics, Change management"
Faculty For Business analyst,"business analysis, Big Data Analytics, Data Mining, business analytics"
Specialist Business Analyst,"Big Data, SRS, FRS, JIRA, IT Skills, Agile, Data Mining"
"Ld, UX Analyst","market data, User experience design, Interaction design, Intranet, Literature, Financial services, User research, Usability testing"
Virtue Analytics - Business Analyst,"Predictive Modeling, modeling, Project Management, identifying, R, data analytics, Machine Learning, Business Analysis, problem-solving, Analytics, data management, Data Modeling, Data Mining, Data Management"
Digital Reporting Factory Analyst - Power BI & Power Apps,"Uipath, Machine Learning, visualization, python, Tableau, Artificial Intelligence, Data"
Recruitment Analyst,"Full Time, Data Modeling, English Language, Hiring, Creative, Recruitment, Excel, Law"
Disney + Hotstar - Analyst,"Statistics, R, Full Time, Business Intelligence, Communication Skills, User Acquisition, Digital Analytics, Data Analytics"
Financial Analyst III,"Financial Statements, BPO, Project Management, Accounting, project management, Financial Analysis, IT Skills, Finance"
Staff Analyst - SAP SD GTS,"SAP, Consulting, Business process, EDI, Senior Analyst, GTS, Gap analysis, Change management, Material management, SAP SD, Data migration"
Staff Analyst - SAP MDG,"SAP, Business process, Ale, SOA, Data management, Workflow, RSS, SAP ERP, Data migration"
Planning & Scheduling Analyst,"Verint, Blue Pumpkin, Microsoft Office, Administration, data analysis, Service level, written communication, Verbal"
Business Analyst-Digital Journey,"Banking, Publishing, Usage, Data analysis, Mobile banking, Trend analysis, Retail, Senior management"
Collections Analyst,"SAN, Pharmacy, Banking, SOC, Billing, Client servicing, Customer Service Representative, Healthcare, Medical billing, Data collection, Analyst, Health insurance, Machine learning, SMS, big data analytics, Claims"
Bigdata and Hadoop and Spark Developer,"Data Analysis, scala, Big Data, spark, Spark Programming, big data, API, Java, PySpark, IT Skills, hadoop, Code development, kafka, Shell Scripting"
Manager-Application Developer,"Python, C#, R, Machine Learning, Java, IT Skills, C++, Data Science"
HCL Technologies - GCP Architect,"DataLab, Java, GCP, Google Cloud Platforms, BigQuery, DataFlow, data warehouse, SOAP"
Principal Consultant,"Unix, Python, AWS, Cloud, Java, IT Skills, Azure, Oracle"
Consulting Manager,"BPO, Project Management, project management, Product management, Computer science, PMP, IT Skills, Software Development"
Platform Manager,"Machine Learning, Cloud, Team Management, python, IT Skills, platform manager, Scrum, Team Handling"
Kafka Administrator,"Kafka, python, Java, IT Skills, SQL, DRUID, Scala, Grafana"
Quality Specialist - API Automation Framework,"Quality Assurance, Testing, Machine Learning, API Automation Framework, IT Skills, Software Development, Selenium, Artificial Intelligence"
Backend Developer,"sql development, rdbms, Node . Js, spring, Java, Software Engineering, Backend Developer, Microservices Architecture, Nodejs / Typescript, Mongodb, algorithms, IT Skills, Aws, Software Development, Oracle, Backend"
Azure AWS Developer _ Manager,"SAP, Data modeling, Business analytics, Cognos, Troubleshooting, microsoft, Oracle, MySQL"
Fullstack Python Integrator with Kubernetes,"NoSQL, Consulting, Django, Front end, Machine learning, Data processing, Agile, Backend"
Architect,"Distribution system, Continuous improvement, Web technologies, Data analysis, Coding, Supply chain management, Operational excellence, Data management, Transaction processing, Machine learning, E-commerce, Data processing, Analytics, Monitoring, System design, Information retrieval"
SSIS Deveoper,"ssis, Testing, SSIS Developer, etl, supply chain management, sql queries, IT Skills, SSRS"
Postgres Developer,"DevOps, Testing, Cloud, Postgresql, DBA, IT Skills, Oracle relational databases., Oracle"
SA - AURUM,"Operational risk reporting, investment banking, Data Quality Management, risk management, regulatory reporting, Risk Reporting, operational risk, Data Management"
Spec. Mainframe Dev,"Cobol, Db2, Software development life cycle, Design development, Computer science, Cics, Manager Quality Assurance, Application development"
Ld. Prod Svcs App Sup Anlyst,Ld. Prod Svcs App Sup Anlyst
Python Developer (Senior / Junior),"deep learning, Python, Data analytics"
Python Django Developer,"HTML5, Python, Algorithms, Rest API, APIs, Django ORM, CSS3, Django Rest Framework"
Senior Analyst & Associate Alteryx and Tableau,"Data Analysis, Data Visualization, Transformation, Alteryx, QlikView, Tableau, Data Analytics, Data Mining"
Experienced Software Engineer - Technical Lead (AI & ML),"DevOps, Python, Product Management, Cloud, Java, CSS, IT Skills, AI & ML"
Head Engineering- Leading Saas based startup - Bangalore,"Product Management, Product mgmt, DB replicas, scalable systems, VAPT, IT Skills, Data Science, Saas"
Software Engineer (Tech Lead),"Javascript, HTTP, SDLC, Web development, Debugging, Data structures, C++, Application development"
Sr. Analytical Verification Associate,"Analytical, Data analysis, Quality Assurance, Testing, Machine Learning, Stakeholder management, Release management, data analysis, python, SQL, Data quality, Machine learning, IT Skills, Manager Quality Assurance, MS SQL, Software Development"
Associate Principal Analyst,"Billing, Healthcare, Information technology, Research, Health insurance, Data management, Medical insurance, Claims"
Associate-CF-Credit Analyst-CPC,"Banking, Sales, Data entry, Credit Analyst, Underwriting, Finance, Cam"
Associate / Analyst,"Healthcare, Market research, Life sciences, Intellectual property, Stock exchange, Primary research, Excel, Project management"
Sr . Specialist Solutions Engineer,"Big Data, Python, SAN, AWS, Machine Learning, Cloud, IT Skills, Data Science"
Hiring For Senior Devops Engineer For Remote Poland,"CI/CD, Kubernetes, Devops"
Sr . Model Operations Engineer,"Forecasting, Genetics, Powershell, GIT, Machine learning, Virtualization, Maven, Artificial Intelligence"
Senior Database Engineer / Architect - SQL / Scala / Spark,"Azure Data Lake, SDLC, management, Databricks, SQL, ETL, Scala, Spark"
Senior Advance Application Engineer,"Core Java, J2EE, Testing, Java, IT Skills, Linux, Software Development, Tier 3-4 Support"
Senior Devops Engineer | Walmart,"Devops, Java"
Senior ML Engineer,"Python, Testing, Machine Learning, Java, Computer science, IT Skills, Software Development, Data Science"
Senior Software Engineer - Backend,"google app engine, infrastructure services, Computer science, Backend, Data Structures, SMS, Distributed Systems, Design Architect, Algorithms, Roads, cyber security, Software Engineer, Machine learning, Ci / Cd, Performance testing, SIEM, Quality systems, Automation, Data processing, Computer Science, Aws"
Senior Software Development Engineer,"Python, Java, Hive, Scala, Spark, Spring Boot, Hadoop"
Senior Frontend Engineer - React.JS | Walmart,"Javascript, React.Js"
"Senior Software Engineer, Payments Compliance","data structures, Django, C/C++, Ruby, C#, Java, Agile development, Ruby on Rails"
Senior Software Engineer - Power BI,"data Lakes, Power BI, SDLC, agile, analytical, PowerBI, Microsoft Power Bi, SQLs"
Senior Platform Engineer- Machine Learning Platform,"Big Data, Technical Support, Data Science, Java, Spark, C + +, Distributed Systems, Artificial Intelligence, Computer Science"
Sr. DevOps Engineer,"Devops, Python, Jenkins, AWS, Kubernetes, Docker"
Software Engineer/Sr. Software Engineer,"MongoDB, Open source, Computer science, Product management, Multithreading, Algorithm development, Data structures, Agile"
Senior Software Engineer Tech Leadership,"Consulting, RDBMS, Computer science, Analytics, Data structures, Troubleshooting, Agile, Oracle, MySQL"
Senior Solution Engineer,"Azure Cloud architecture, Java, Restful API, SQL, Apache, Oracle, MySQL, Hadoop"
Sr. Machine Learning Engineer,"Consulting, Analytical, Python, C++, Machine Learning, Cloud, operational support, Software design, Java, Computer science, Automation, Workflow, IT Skills, Linux, Data Science"
Senior Software Engineer ( . Net ),"C# Net, AWS RDS, Postgresql, CI / CD, Cloud Security, Azure, Docker, ECS"
KYC Associate,"Diversity and Inclusion, Analytical, management, Management, Computer science, Assistant Vice President, Automation, Agile"
Senior Engineer II,"NoSQL, Performance tuning, Computer science, Cloud computing, Machine learning, Hibernate, JPA, Data modeling"
Senior Software Engineer/ Staff software engineer,"Unix, web proxies, IDS firewall, written communication, C, Linux, verbal, IPS"
Senior Software Frontend Engineer - UI,"UI, Webpack, RESTful APIs, HTTP, ThoughtSpot, written communication, Mocha, Redux"
Senior Engineer (back end/full stack),"AWS, VMWare and/or Kubernetes, GCP, Azure, Backend"
Senior Software Engineer-BI,Html
Senior Software Engineer - Bigdata,"Healthcare, XML, Cognos, PLSQL, Database design, Debugging, Eclipse, MySQL"
Senior Software Engineering Manager,"Data analysis, Product quality, Usage, big data, Computer science, Data structures, C++, microsoft"
Sr. Backend Engineer,"data structures, Python, AWS, Machine Learning, Cloud, Java, IT Skills, Selenium"
Senior Platform Engineer,"Python, SCALA, Machine Learning, Snowflake / Redshift, Kubernetes, IT Skills, Airflow, java"
Senior Engineer - Product Development,"data privacy, Due diligence, Data analysis, Staffing, Engineer Product Development, Automation, Claims, Succession planning"
Senior Cloud Reliability Engineer,"DevOps, Python, AWS, Cloud computing, Automation, Network administration, IT Skills, Software Development"
Senior Software Engineer (BigData DevOps),"Unix, C++, Administration, Computer science, Perl, Linux, Oracle, MySQL"
Eurofins Senior Observability Engineer,"Python, PowerShell, SQL, Linux, communication, Docker, Elastic stack, Grafana"
"Associate Program Manager, Analytics","Analytical, Continuous improvement, Relationship management, Statistical analysis, Computer science, Data mining, Engineering projects, Project management"
Senior Analyst- Automation,"Python, VBA, Performance Optimization, pivot tables, code refactoring, Advanced Excel, IT Skills, Excel"
Senior Analyst - Operation - Algorithm & Investment Management,"Linux, BPO, Capacity Planning, Project Management, Testing, project management, IT Skills, Networking"
Edge Developer / Engineer for Edge AI / Processing,"RTOS, C++, Healthcare, RDBMS, Linux, microsoft, Wireless, Embedded C"
ELK engineer,"DevOps, Jenkins, AWS, IT Skills, Splunk Es, Elastic Search, Splunk Admin"
AWS Cloud Engineer,"AWS Athena, Crawler, AWS, AWS Crawlers, S3, Aws Glue, Athena, EC2"
Software Engineer-Machine Learning-Revenue Science,"SAN, Computer science, French, Automation, Machine learning, PDF, C++, Data structures"
"MTS 1, Software Engineer","NoSQL, Analytical, Object oriented design, GIT, Machine learning, Data structures, Maven, Coding"
Principal Software Engineer,"MapReduce, Computer science, Product management, Agile, macOS, Python, VPN, SCALA, data science, Testing, metadata, Open source, Data management, Wellness, Hive, Analytical, Web application development, TCP / IP, Product engineering, debugging, Java, Machine learning, communication, Software Development, Scala, Tableau, Salesforce, Performance management, Coding, HTTPS, Big Data, Microsoft Windows, Pig, Cloud, Cloud infrastructure Data engineering, Software design, Automation, data warehousing, Android, IT Skills, Data processing, System testing"
"Software Engineer, Machine Learning Operations - GoFood","SCALA, Product engineering, Cloud, Deployment, Quality systems, Infrastructure, Machine learning, Apache"
AI Engineer,"Prototype, deep learning, data science, big data, data modeling, software development, AI, python, artificial intelligence, Business Analyst, Machine learning, algorithms, E-commerce, Linux, gcp, machine learning"
Senior Frontend Developer Autonomous Driving,"CI, Frontend development, Unit Testing, Typescript, Azure, Linux, Apache, CD"
Netwrok Engineer,"Routing, Cisco Routers, Router, Switching, NOC, Networking, communication"
Machine Learning Engineer 2,"Analytical, Computer science, Automation, Machine learning, Data structures, Monitoring, Customer service, Customer support"
"Staff Engineer - Backend, Global Participation","SAN, Python, Testing, Java, Computer science, IT Skills, Networking, Backend"
Technical Content Engineer - ML & DS,"Text Mining, Machine Learning, Neural Networks, Deep Learning, Data Scientist, Data Visualization, Data Science, Data Mining"
Lead Security Domain Analyst,"Big Data, BPO, Data analysis, Project Management, Cloud, project management, Computer science, IT Skills"
Software Engineer ( Frontend / Webdev ),"NoSQL, Analytical, Data modeling, Web technologies, Product quality, Front end, Finance, Backend"
Artificial Intelligence Engineer,"TensorFlow, Python, MATLAB, artificial intelligence, NumPy, python, Java, PyTorch, IT Skills, C++, machine learning, analytical"
Python AWS Engineer,"Python, AWS, Cloud, django, IT Skills"
Principal Software Engineer - Marketplace (Pricing),"Design review, Architecture, TDD, Web development, Automation, Machine learning, Linux, Backend"
Full Stack Engineer - Insurance,"Javascript, Financial inclusion, TDD, Automation, HTML, Hibernate, Agile, Backend"
Engineering Manager - Machine Learning,"Statistics, data science, Open source, Mathematics, Computer science, Programming, Machine learning, Training"
Software Engineer ( L4 ) RT Reporting,"Javascript, HIPAA, Computer science, Product management, Automation, Flex, Scrum, Agile"
Software Engineering Manager,"Strategic partnerships, Team building, Full Stack Development, Relationship building, Product management, Development management, Platform Development, HTML, Agile, Backend, Python, Continuous improvement, Software Architect, Open source, Net, Google Cloud Server, SQL, NoSQL, Software development life cycle, Object oriented design, Micros Services Architecture, Resourcing, Machine learning, Team management, Web Application, Business intelligence, Big Data, Django, Platform Architecture, Automation, Agile Methodology"
Manager Engineering - ME,"Javascript, Big Data, Python, Billing, Cloud, Node.js, Java, IT Skills"
Azure Devops Engineer,"PHP, Packaging, Release management, Computer science, Product management, Configuration management, Agile, Perl"
Software Engineer (Backend) - Customer Platforms,"Ruby, Analytical, TDD, System design, Automation, Troubleshooting, Agile, Backend"
Software Trainee engineer,"Presentation Skills, Java, Programming, Communication Skills, Interpersonal Skills"
Software Engineer (SMTS/LMTS),"Unix, Computer science, Shell scripting, Analytics, Workflow, CRM, Linux, Business intelligence"
Lead Analyst - Security Monitoring,"Assurance, Incident management, endpoint security, Forensic, HP data protector, Troubleshooting, HTML, Project management"
Lead Programmer Analyst,"Data analysis, Healthcare, US healthcare, Data quality, Automation, MS SQL, Risk management, Data modeling"
Lead Digital Technical Analyst,"Technical Analysis, Tag deployment, Google Tag Manager, Digital Marketing, data visualisation, IT Skills, Google Analytics, Analytics reporting"
Lead Analyst MSBI+SQL,"MSBI, SQL Server, Business Intelligence, SQL, Azure, Tableau, Power Bi, SSRS"
Business Analyst - Aviation Industry,"Predictive Modeling, Statistics, SAS, Business Analysis, Analytics, Data Analytics, Data Mining, Data Management"
Lead Generation / Research Analyst,"Mining, Quality Lead, Lead generation, Web technologies, Hoovers, Data research, Database management, Excel"
Lead Cloud ERP Analyst,"Consulting, Data analysis, EDI, PLSQL, MIS, FTP, Application support, MySQL"
BA + Risk + SQL,"Data Analysis, Microsoft Office, SDLC, FRD, SQL, Hive, Scrum, analytical"
Senior Pmo Analyst (Operations in Transition),"PMO, R++, MPM, US Healthcare, Mapping, Process Transition, Operation transition, Data Analytics"
Hiring For Snowflake Developer/Lead,"snowpipe, ETL, Python, Snowflake"
Sr.Tech Project Analyst,"Big Data, Python, Power BI, SAS, data analysis, IT Skills, Tableau, Data Management"
Hiring For Sr Business analyst For Financial firm - Hyderabad,"data base, Product Management, brokerage, user stories, life cycle, Business Analysis, Business Analytics, scrum"
Senior Analyst - Market Research,"Telecom, Factor analysis, Analytical, Data analysis, Market research, Healthcare, Life sciences, Project planning"
Senior Consultant - Analytics Consulting,"advance analytics, R, Machine Learning, data science, visualization, stakeholder management, Client Management, Team Management, data science modeling, machine learning, NLP"
Product Analyst II,"Manager Technology, Continuous improvement, Accessories, E-commerce, Linux, Scrum, Agile, Data migration"
Senior Manager ML Operations,"Coding, Machine Learning operations"
Sr . Product Manager - Growth,"Ux, Product Management, Product Roadmap, Product Manager, Digital Marketing, User Research, Data Science, User Experience"
Senior Manager - Product Management,"Analytical, Data analytics, Product management, Qualitative research, Machine learning, Workflow, E-commerce, Agile"
Kantar - Hadoop Consultant/Senior Consultant,"Hive, Analytics, SQL, Hadoop"
"Content Analyst, UNSPSC-1","Chemistry, Analytical, Supply chain, Research, microsoft, Surgical, Biology, Excel"
Senior Full Stack Developer,"DevOps, Testing, Machine Learning, Cloud, IT Skills, Linux, Software Development, Artificial Intelligence"
Senior Programmer - R and Shiny developer,"Data analysis, Healthcare, Procurement, Social media, GIT, HTML, Scrum, Agile, Coding"
Senior Solution Architect,"Business intelligence, Architecture, Software design, Solution architecture, Data structures, Monitoring, Oracle, MySQL"
Sr Fullstack Developer,"Consulting, Prototype, Quality standards, Technical design, Product management, Training, Agile, Coding"
Tech Ldr- Infrast Ops Analyst,"Performance tuning, Business intelligence, XML, PLSQL, Perl, Unix, microsoft, Data modeling"
Programmer Analyst II,"quality control, clinical research, management systems, statistical programming, clinical trials, statistics, biostatistics, data management"
Analyst - Energy & Power,"Power sector, market data, Renewable energy, Data analysis, SPSS, SAS, Analyst, Economic analysis"
Market Research Analyst Beauty Personal Care Household,"Market Intelligence, Personal Care, Skin Care, Cosmetology, Hair Care, Beauty, Cosmetics, Consumer Behaviour"
Associate Software Engineering Manager,"Jenkins, J2EE, Testing, Java, IT Skills, Maven, Software Development, Oracle"
Senior Java Developer,"JAX - RS, Wildfly server, AWS, Java Spring Framework, Machine Learning, Spring boot, Webservices, HTML, Oracle, Spring, Jenkins, Java, JAX - WS, Software Development, J2EE, JAXB, Mysql, IT Skills, spring boot, MySQL"
Vendor Management Analyst,"Product control, Financial services, Analyst, Information management, Front office, Market risk, Operations, Monitoring, Risk management"
Analyst - Analytics Innovation Specialist,"SPSS, R, ML analytics, Analytics Studio, Visualization, PL/SQL, Scala, Hadoop"
Quality Analyst Sales,"Analytical skills, Site management, Sales Associate, written, Data management, Call monitoring, verbal, Outbound, communication, Quality monitoring, Quality Analyst, Customer service, Time management, analytical"
Quantum Analyst,"Focus, Python, Statistics, big data, Senior Analyst, Programming, Bioinformatics, C"
Assoicate / Analyst - Processing Support,"Written communication, Insurance, Mortgage, US mortgage, Analytical skills, Loans, Processor, Customer service"
Technical Analyst - S4 integration,"Master Data Management, Financial Accounting, Sap Cloud Platform, Cio, Sap Development, Finance, Odata, S4 integration"
Construction BIM Analyst,"Construction, Data analysis, Cloud, 3D, Computer science, Bim, IT Skills, Operations Analyst"
SAP BODS Analyst,"communication, debugging, BAPIs, LTMC, BDCs, ETL, LSMW, SAP ABAP"
AugustDigital - Python Senior Developer,"Javascript, jQuery, Django, PHP, Front end, Data mining, GIT, Selenium"
senior python developer,"Backend, Performance tuning, Application software, Automation, HP data protector, Debugging, Troubleshooting, Coding"
Model Validation Analyst 2,"model development, Data analysis, model validation, Career development, SAS, Wellness, Manager Quality Assurance, Project management"
Analyst - Risk & Control Enablement,"Analytical skills, IT risk, Root cause analysis, Cobit, Data quality, Information management, Cisa, Process mapping"
Supply Chain Analyst (SQL or AWS),"SAP, Asset management, Maximo, Data analysis, Supply chain, Application development, Agile, Technical support"
Supply Chain Analyst,"SAP, Data Analysis, Root cause analysis, SCM, Application development, Inventory, Agile, Supply chain, Inventory Control, Supply Chain Analyst, Troubleshooting, Trend Analysis, Project Management, Warehouse, Supply Chain, Supply chain management, Technical support, Forecasting, Maximo, Data analysis, Asset management, Power Bi"
Verbatim analyst,"Diversity and Inclusion, Market research, Data analytics, Analyst, Research, Data Processor, Excel, Coding"
Supply Chain Analyst (Technical side),"SAP, Maximo, Data analysis, Power BI, Supply chain, Agile, IT Skills, Tableau"
Insights Analyst,"Analytical, Data extraction, Customer engagement, ANSI, Data mining, Analytics, Operations, SQL"
JavaScript Programmer Analyst,"CI / CD, programming, JavaScript, CSS, IT Skills, HTTP protocol, Git, XPath"
IDT Strategy Analyst,"IDT Strategy Analyst, Management Consulting, IDT Strategy, PowerApps, Power BI, Data Visualization, Tableau"
SAS Analyst,"data analytics, SAS, data integration, data analysis, PowerPoint, SAS Database, SQL, communication, Anaconda, Excel, data collection systems"
Financial Analyst,"SAP, data mining, dashboard tool, data integrity, Market research, Risk Analysis, MS - Excel, Data Integration Tools, accounting, BPO, Variance analysis, Analytical skills, Social media, Supply chain, Investment banking, Invoice processing, written communication, Data management, Reconciliation, Balance Sheet, Financial reporting, CMA data, Data Studio, MS Office, Excel, Process improvement, Financial Statement Analysis, excel, Analytical, Fabrication, Accounting, cma, Journal entries, Investment banking operations, notion, Financial analysis, Business objects, Finance, Business Intelligence Reporting, Business intelligence, Forecasting, Semiconductor, process improvement, Fixed assets, Excel Report Preparation, Cash flow, CPA, Data mining, data entry, financial analysis, Business planning, Cost analysis"
Devops AWS Analyst,"Python, Jenkins, Data analysis, AWS, Cloud, Analyst, Automation, IT Skills"
Billing Analyst - Enterprise Finance Operations,"Order management, Billing, Financial operations, Automation, HP data protector, Financial reporting, Revenue recognition, Customer support"
Platform Analyst,"Azure Data Factory, Solution Design, Business Process, Sql, Etl, Cognos Reporting, User Stories, Functional Requirement"
Channel Operations Analyst,"Customer Service, Compliance, Analytical, Sales operations, Customer service orientation, operational support, Management, Channel sales, Problem - Solving, Data management, Operations, Excellent Communication Skills, Channel Sales, Operations Analyst, Excel, Data Management"
Salesforce Analyst,"Analytical, Resource management, Data analysis, Healthcare, Business analysis, Data management, Operations, Business planning"
Vendor Management & Performance Analyst,"Data analysis, Administration, Procurement, Relationship, Performance Analyst, Monitoring, Performance management, Contract management"
KYC/AML Analyst Contractual Role,"Legal compliance, Data analysis, Investigation, Interpersonal skills, Data management, Reconciliation, Workflow, AML Analyst"
Datafeed Analyst,"Banking, ISO, EDI, XML, X12, Data management, Outbound, Fixed income"
Lending Portfolio Analyst,"Credit Cards, R, Machine Learning, Data Visualization, Risk Management, Credit Risk, Data Science, Computer Science, Data Analytics"
Analyst-Property Reporting,"Diversity and Inclusion, Due diligence, Continuous improvement, Data analytics, Microstrategy, Operations, SQL, Business services"
Experienced M & A Analyst,"Analytical, Strategy consulting, Data analysis, Database, Analytical skills, Analyst, Quality check, Project management"
Services Operations Analyst,"Analytical, Data analysis, Business process, Business analysis, Data quality, Automation, Change management, Performance management"
Product Analyst- Instawork | Bangalore,"data mining, Data Warehousing, data analysis, SQL, analytics"
QA Analyst,"Team building, Product quality, ITES, Communication, Application development, ISMS, Agile, QA Analyst, QA Testing, Skill development, Testing, Defect Management, Business communication, QA Analysis, Web development, database testing, Agile methodology, Data analytics, Product engineering, SQL Queries, Regression testing, QA, E - Business, Testing tools, Tableau, Technical support, Big Data, Microsoft SQL, testing, IT Skills, Microsoft SQL Server"
Marketing Analyst,"Data Analysis, big data frameworks, Equity, Market research, Android App, Machine Learning, PPC, Data collection, SEO, Written Communication, algorithms, Cost, Marketing Manager, RFPS, Python, Content Creation, Sales, Testing, Product promotion, Product Marketing, Digital Marketing, ERP, Hive, Excel, Data Analytics, Analytical, Lead generation, R, Business Development, Marketing Campaigns, Statistical software, Communication Skills, Java, Data Visualization, SEM, communication, Marketing programs, Advertising management, Hadoop, analytical, Forecasting, Marketing Analyst, Product Management, Data analysis, Packaging, PHP, Management, data analysis, Node.js, Retail, E-commerce, IT Skills, Product presentation, Computer Science, Marketing Programs"
Quality Assurance Analyst,"Consulting, Quality Assurance Analyst, Javascript, Basic, Test cases, Computer science, Data quality, Data management, Automation, E-commerce, Debugging, QA, Selenium, Excel, Customer support"
Analyst Analytics Solutions,"Consulting, Managed services, Analytical, Cognos, Senior Analyst, Data mining, Data management, QlikView"
Analyst Client Delivery,"Consulting, Managed services, Analytical, Project delivery, Cognos, Data collection, Senior Analyst, QlikView"
Quality Analyst III,"Data analysis, Quality audit, Workflow, QA, Manager Quality Assurance, Test strategy, Process improvement, Project management"
OLM Analyst TS Gas and Power,"OLM, Test Execution, .NET, Regulatory Compliance, ETRMs, Business Process Management, Business Applications, Azure data"
Application Support Analyst,"Azure Data Factory, Big Data, Azure SQL, SQL Database, Azure Data Lake, R, Spark, Hadoop"
Offshore Wind Yield Analyst,"Project Development, wind modelling, Windographer, Windpro, Wind Energy, Solar, Renewable Energy, Data Management"
Application Support Analyst- PowerBI,"C#, Application Support, Azure Storage, Azure Data Bricks, PowerBI, JSON, Azure Dev Ops, ADF"
Systems Admin Analyst,"Salesforce.com, Administration, Equity, Interpersonal skills, Analyst, Senior Analyst, Data management, Issue resolution, Backend"
IT Security Compliance Analyst,"Information security, Asset management, Access management, SOC, Testing, Incident management, Disaster recovery, Computer science, Data management, Change management, IT Skills, Cisa"
