Job_Role,Company,Location,Skills/Description,Min Experience,Max Experience
Lead Full-Stack Developer,BNY Mellon,Pune,"Engineering, operations, business, Technology, management, Database",3.0,8.0
Senior Analyst - Digital Analytics,Meredith Corporation,Bangalore/Bengaluru,"Google Analytics, Web analytics, Analytical, Javascript, HTML, Troubleshooting, SEO, Business intelligence",3.0,8.0
Senior Research Analyst,Mercom Communications,Bangalore/Bengaluru,"Analyst, Data analysis, Primary research, Renewable energy, Consulting, Market intelligence, HTTP, Advanced Excel",3.0,8.0
Senior Product Analyst,Vahak,Bangalore/Bengaluru,"Computer science, Product Analyst, Data analysis, Google Analytics, Business analytics, data visualization, Subject Matter Expert, Product marketing",5.0,8.0
Analyst / Senior Analyst,Enphase Energy,Bangalore/Bengaluru,"Computer science, Data management, Senior Analyst, Data processing, Data structures, Data analytics, Data mining, Business intelligence",4.0,5.0
Analyst / Sr Analyst SCM,Enphase Energy,Bangalore/Bengaluru,"Supply chain, Outbound, ERP, Supply chain management, Analytical, Solar energy, Supply planning, data integrity",4.0,5.0
Customer Experience Analyst Sr.,AllianceData,Bangalore/Bengaluru,"Career development, Data analysis, Business analysis, Project management, Analytical, Finance, Wellness, Customer experience",5.0,10.0
Strategic Planning Senior Analyst,AllianceData,Bangalore/Bengaluru,"Outbound, Payroll, Project management, Process improvement, Back office, Budgeting, Data mining, Analytics",5.0,10.0
Senior Analyst,CBA Services Private Limited,Bangalore/Bengaluru,"Cism, IT risk, Cisa, Consulting, Manager Technology, Data quality, data integrity, Operations",5.0,10.0
Senior Analyst- Risk In Change,CBA Services Private Limited,Bangalore/Bengaluru,"IT risk, Cisa, Consulting, Agile, Data quality, Customer service, Risk management, Operations",5.0,8.0
Senior Applications Analyst,Multi Recruit,Bengaluru,"Data analysis, Interpersonal skills, Agile scrum, Application programming, Workflow, data mapping, Troubleshooting, Project delivery",5.0,8.0
Sr. ETL Informatica Analyst,Anicalls,Bangalore/Bengaluru,"hive, NoSQL, Data management, Senior Analyst, spark, Informatica, Teradata, cisco",2.0,4.0
Sr. UX Research Analyst,Anicalls,Bangalore/Bengaluru,"Online research, Application design, Statistical analysis, Illustrator, data reporting, Psychology, Tool design, Research Analyst",5.0,8.0
Senior Analyst BI,position2 marketing pvt ltd,Bangalore/Bengaluru,"Salesforce, Snowflake, ETL, Marketo, Bizible, PowerBI, Tableau, data warehouse",10.0,12.0
Senior Insights Analyst,CBA Services Private Limited,Bangalore/Bengaluru,"Analytical, SAS R, Data mining, Customer engagement, Operations, Analytics, SQL, Data extraction",4.0,6.0
Senior Analyst,CapFloat Financial Services,Bangalore/Bengaluru,"Analyst, Customer management, data science, Underwriting, Consumer durables, Credit risk, Customer experience, Analytics",2.0,7.0
Senior Analyst-Procurement management,Accenture,Bangalore/Bengaluru,"IT Skills, Cloud, Analyst, Bidding, Compliance, Contract management, data reporting, Financial risk",4.0,9.0
Sr Oracle Developer Analyst - VCP,Vivid Edge Corp,Bangalore/Bengaluru,"REST API, Kotlin, Backbone js, Microservices, NoSQL, RDBMS, Kubernetes, analysis",2.0,6.0
"Senior Analyst , Strategy & Insights",Quotient Four Technologies Pvt. Ltd.,Bangalore/Bengaluru,"Digital media, CVS, data science, Business analytics, Marketing campaigns, Manager Technology, Customer service, Digital marketing",5.0,10.0
Senior Analyst - Market Risk,Shell,"Chennai, Bangalore/Bengaluru","Trading system, Excel, Market Risk, Finance, Reference Data, Technical Support, Information Management, Communication",6.0,10.0
Sr. Analyst Quality Assurance,Cardinal Health,"Bangalore/Bengaluru, Bangalore","BPO, outbound, auditing, Process audit, Internal Audit, LEI, Data Quality, Quality",1.0,4.0
Sr Content Analyst,Flexera Software,Bangalore/Bengaluru,"IT Skills, Java, Python, Software Development, Testing, Cloud, Product Management, Data analysis",5.0,8.0
Sr. SAP Commerce Cloud Analyst,Anicalls,Bangalore/Bengaluru,"Sales, VC, SAP, Callidus CPQ, SAP CPQ, IT Skills, Cloud, variant configuration",2.0,7.0
Tier 3 Senior SOC Analyst,Kyndryl,Bangalore/Bengaluru,"IT Skills, Python, Quality Assurance, Cloud, Computer science, Automation, Manager Quality Assurance, Linux",4.0,9.0
Senior Analyst - Model Validation,Envestnet,Bangalore/Bengaluru,"Data Science, Communication Skills, Scala, Hadoop, Big Data, Model Validation, Spark, Data Analytics",2.0,4.0
"Enterprise Systems Analyst A (IN), Senior",Zebra Technologies India Pvt Ltd,Bangalore/Bengaluru,"IT Skills, Testing, Cloud, Oracle, Supply chain, ERP, Data analysis, PLSQL",3.0,5.0
Senior FinOps Analyst,Fiddich,Bengaluru,"Project Coordinator, ERP, process, Strong interpersonal skills, GAAP, Oracle financials, microsoft, Application",4.0,6.0
Senior Product Analyst,Zepto,Bangalore/Bengaluru,"Product Analyst, Supply chain, Data analysis, Google Analytics, Analytical, MySQL, Business strategy, Business intelligence",2.0,5.0
Analyst / Sr . Analyst Advanced Analytics,BizAlgo Systems,Bengaluru,"advanced analytics, Operations research, RDBMS, Pharma, Analytical, Cognos, Healthcare, healthcare analytics",5.0,10.0
SENIOR IT ANALYST,Maxim Integrated,Bangalore/Bengaluru,"PLM, Data migration, Semiconductor, SAP, Development Manager, Coding, Analog, Debugging",3.0,7.0
Senior Analyst,National Geographic,Bangalore/Bengaluru,"Operations research, digital analytics, adobe analytics, Web technologies, Data modeling, Marketing campaigns, Data analytics, Business intelligence",3.0,7.0
Analyst/Sr Analyst,NEEMTREE INTERNET PVT LTD,Bangalore/Bengaluru,"Computer science, Data analysis, SAS, Analytical, SPSS, QlikView, Business intelligence, Data mining",3.0,5.0
Sr SAP FICO Analyst,Infinera,Bangalore/Bengaluru,"Computer science, Process automation, Data migration, Function modules, SAP, Production support, SAP MM, Risk management",2.0,5.0
HRBP - Senior Analyst,Time Analytic &amp; Shared Services Private Limited,Bangalore/Bengaluru,"Data analysis, Analytical, Employee engagement, Data collection, Succession planning, Talent management, MS Office, Stakeholder management",2.0,5.0
Senior Analyst - Reporting & Analytics,Guardian India,Gurgaon/Gurugram,"Analytical skills, tableau, Manager Quality Assurance, Business reporting, Process improvement, Issue resolution, Data analytics, Database maintenance",5.0,10.0
Sr Customer Experience Analyst,24-7 Intouch,Hyderabad/Secunderabad(Madhapur),"Customer Experience Management, Sprinklr, Qualtrics, IT Skills, Project Management, BPO, project management, process improvement",5.0,8.0
Senior Financial Analyst,Morneau Shepell,Gurgaon/Gurugram,"Administration, ERP, management, Finance, Data collection, Database, Financial Analyst, Operations",2.0,5.0
Senior Financial Analyst,LifeWorks,Gurgaon/Gurugram,"Administration, ERP, management, Finance, Data collection, Database, Financial Analyst, Operations",3.0,8.0
Internal Audit Senior Analyst,Logitech G,Chennai,"Manager Internal Audit, Data analysis, Cisa, Compliance, Project management, Analytical, Consulting, GAAP",4.0,8.0
IT Senior Analyst/Developer - SAP MDG,Evoqua Water Technologies India Private Limited,Chennai(Porur +1),"information technology, sap data services, process modeling",4.0,8.0
Senior Analyst,epiFi Technologies,Bangalore/Bengaluru,"Data Science, R, Data Structures, Data Analysis, Analytics, Python, Sql, Teaching",5.0,7.0
Sr SOC Analyst L2,Harman Connected Services Corporation India Pvt.,Bangalore/Bengaluru,"Automation, Due diligence, Service level, Claims, HP data protector, Staffing, Information security, Analytical",3.0,6.0
Senior Financial Systems Analyst,PowerSchool,Bangalore/Bengaluru,"ERP, Excel, Financial reporting, RDBMS, Accounting, Financial planning, Senior Manager Finance, data governance",7.0,10.0
Senior Analyst - Risk & Control Enablement,CBA Services Private Limited,Bangalore/Bengaluru,"Analytical skills, Root cause analysis, Analyst, Process mapping, Data quality, Information management, Risk management, Financial services",4.0,9.0
Sr. Technical Analyst SAP ABAP,Levi Strauss &amp; Co.,Bangalore/Bengaluru,"Computer science, SAP, Networking, Project management, Debugging, Data structures, Application development, Information technology",3.0,5.0
Senior Market Research Analyst,b2bsalesarrow,Bangalore/Bengaluru,"Bcom, Communication Skills, Data Integrity, Lead Generation, Excel, Ms Office, Field Marketing, B2B Sales",1.0,3.0
Sr. GRC Analyst / Consultant,Diverse Lynx,Bengaluru,"HP data protector, Audit compliance, Cobit, data security, Information security, Analytical, Risk assessment, ISO 27001",1.0,3.0
Sr. Business Marketing Analyst -Google Analytics - WFH,hCapital Business Consulting Private Limited,Remote,"Marketing analyst, Google stack reporting, google analytics, Marketing Analytics, Data Analytics, Data analyst, Google data studio, Campaign Analytics",2.0,5.0
Senior Product Analyst - FinTech - IIT/NIT/BITS,TalentStack,Bangalore/Bengaluru,"attentive listener, ETL, SQL, compelling explainer, Data Analytics, Analytics",7.0,12.0
Senior Video Analyst,Innovary Technologies,Bengaluru,"Time Management, written communication, MS Office, verbal, Training, Voice process, Data analysis, video analyst",2.0,7.0
Senior Analyst,Oncofocus Solutions,Bangalore/Bengaluru,"MS Office suite, Analyst, Data analysis, Time management, Analytical, Consulting, Healthcare, Market research",2.0,5.0
Senior Market Analyst,Cytiva,Bangalore/Bengaluru,"Qlikview, Power BI, Tableau, analytical, MS - Excel, communication, IT Skills, Big Data",4.0,8.0
Senior Analyst Contribution Services,Commcise,Bengaluru,"Product management, Analyst, Data analysis, Stock exchange, Investment banking, Asset management, Investment management, Research",2.0,8.0
Senior Business Analyst,PHYSICSWALLAH PRIVATE LIMITED,"Noida, Delhi / NCR","Financial Analysis, Business Analytics, Analytical, Excel Report Preparation, SQL, Marketing Management, Analysis, Software Product Management",4.0,8.0
"Senior Analyst, Business Intelligence",Dell International Services IndiaPrivate Limited,Hyderabad/Secunderabad,"Business Intelligence, IT Skills, Tableau, Power BI, database design, data management, SSAS, SSRS",2.0,5.0
Senior Workday Business Systems Analyst,Avalara,Pune,"Business process, Payroll processing, Administration, Payroll, Performance management, HRIS, Data modeling, Analytical",2.0,5.0
Senior Workday Business Systems Analyst,Avalara,Pune,"Business process, Administration, HRIS, Data modeling, Analytical, Core HR, Taxation, Downstream",7.0,10.0
Senior Workday Business Systems Analyst,Avalara,Pune,"Business process, Administration, Payroll, Data modeling, HRIS, Analytical, Architectural design, Taxation",5.0,10.0
Senior Business Operation Analyst,Ocrolus East,Gurgaon/Gurugram,"Automation, Change management, Business transformation, Management consulting, Data collection, Operations, Analytics, SQL",5.0,10.0
"Senior Analyst, Business Intelligence",Dell International Services IndiaPrivate Limited,Hyderabad/Secunderabad,"Business Intelligence, IT Skills, Tableau, Power BI, SSAS, SSRS, MSBI, OLAP",2.0,6.0
Sr Manager/Manager Business Analyst,NATIONAL CARRIERS CORPORATION PVT LTD,Mumbai,"Analytics, data analysis, Analysis, Research Analysis, logistics, Data Analytics, SCM, Supply Chain",1.0,3.0
Sr Application Service Management Analyst,Moody's,Gurgaon/Gurugram,"Apptus, IT service management support, Apptus CPQ, SAP, Informatica, ETL, Salesforce Administration, data integration",0.0,4.0
"Analyst , Sr Financial",Boston Scientific,Gurgaon/Gurugram,"Service delivery, ERP, Automation, SAP, Talent acquisition, Data quality, VB, Data mining",12.0,15.0
Business Insight Analyst,TaskUs,Indore,"BPO, Front end, google apps, Analytical, Consulting, power bi, Data analytics, data visualization",6.0,10.0
Jr Business Analyst,Roppen Transportation Services Private Limited,Bangalore/Bengaluru,"Business Analyst, dashboards, SQL, data analysis, statistics",4.0,8.0
Senior UX Researcher,Tide Software,Bangalore/Bengaluru,"IT Skills, Software Development, User research, Project development, Diversity and Inclusion, Consulting, Agile, Medical insurance",2.0,7.0
Senior Product Manager,Zetwerk Manufacturing Businesses,Bangalore/Bengaluru,"Fabrication, Injection moulding, Supply chain, audio visual, Post production, Home appliances, Aerospace, Raw material",10.0,15.0
ML/AI Senior Developer (Java/ABAP),SAP India Pvt.Ltd,Bangalore/Bengaluru,"Java, IT Skills, Testing, Machine Learning, Cloud, Product Management, Jenkins, SAP",8.0,13.0
Business Analyst,milestone internet marketing pvt ltd,"Ahmedabad, Bangalore/Bengaluru","Business Analyst, Business Process, Search Engine, Digital Marketing, Sem, Digital Transformation, Data Modeling, Seo",3.0,5.0
Software Quality Assurance Analyst II,Arrow Electronics,"New Delhi, Bangalore/Bengaluru","Core Java, Web technologies, jQuery, Production support, Data modeling, MySQL, Javascript, PHP",2.0,5.0
Senior Operations Manager,Cargill,Bangalore/Bengaluru,"Field operations, Event management, Enterprise architecture, Information security, Product life cycle management, Agile, Manager Technology, Operations",2.0,3.0
Senior Manager,Visa,Bangalore/Bengaluru,"Microstrategy, Maven, Change management, Javascript, Agile, Problem management, Incident management, Scrum",2.0,3.0
Senior Analytics Consultant,Wells Fargo International Solutions Private Ltd,Bangalore/Bengaluru,"SQL, data analysis, SAS, Power BI, machine learning, Teradata, data engineering, R",2.0,3.0
Systems Integration Analyst,NTT DATA,Bangalore/Bengaluru,"Unix, Business process, IT services, Automation, data services, Linux, Integration Analyst, Consulting",5.0,8.0
Product Analyst,PayU,Bangalore/Bengaluru,"Product Analyst, EMI, Computer science, Data analysis, Agile, Manager Technology, PHP, Financial services",3.0,5.0
Analyst-Application Monitoring & Support,PayU,Bangalore/Bengaluru,"Application support, Data analysis, Risk assessment, Incident management, Issue resolution, JIRA, application monitoring, Financial services",1.0,5.0
HR Analyst / MIS Analyst,Regalix,Bangalore/Bengaluru,"HR, Cost Analysis, People Analytics, Project Management, HRIS, Data Management, Dashboards, Performance Appraisal",5.0,10.0
Test Analyst,Infosys,Bangalore/Bengaluru,"IT Skills, Java, Python, Oracle, Automation, Data management, Db2, Test Analyst",1.0,4.0
Incident Response Analyst 4,AutoCAD,Bangalore/Bengaluru,"IT Skills, Cloud, DevOps, Computer science, Analyst, Cloud computing, Change management, Analytical",1.0,2.0
Quality Analyst,Indegene Private Limited,Bangalore/Bengaluru,"RCA, Networking, Pharma, Information security, Pharmacy, Campus recruitment, Data collection, Healthcare",1.0,3.0
Software Analyst II,Motorola Solutions India Private Ltd,Bangalore/Bengaluru,"MSI, IVR, Predictive modeling, Pattern recognition, data visualization, Data mining, Analytics, LEX",1.0,4.0
Technology Business Analyst,idfc first bank,Bangalore/Bengaluru,"Performance tuning, Data analysis, Business Analyst, Competitive analysis, Project management, Agile, Manager Technology, application architecture",4.0,5.0
Business Analyst,Prione Business Services,Bengaluru,"front end, operations, consumer electronics, analytical, data mining, business services, business acumen, business intelligence",2.0,3.0
HR Analyst / MIS Analyst,Regalix India Pvt Ltd,Bangalore/Bengaluru,"Data management, data science, HRIS, Business analytics, Analytical, Agile, Performance appraisal, HR",4.0,6.0
Business Analyst,Cleartrip,Bangalore/Bengaluru,"excel, business analysis, sql, python, r, data analytics, sas, Data Management",3.0,6.0
"Sales & Market Analyst - BPL Medical, Bangalore",BPL Medical Technologies Pvt. Ltd.,Bangalore/Bengaluru,"competitor analysis, data analysis, market analysis, MIS",2.0,4.0
Salesforce Technical Analyst,Arrow Electronics,Bangalore/Bengaluru,"Sales, Data management, Salesforce.com, Medical insurance, Technology solutions, Information technology, Catering, User management",3.0,5.0
Hyperion Test Analyst,Capgemini,Bangalore/Bengaluru,"IT Skills, DevOps, Oracle, Unix, remediation, IIS, RDBMS, Weblogic",3.0,5.0
Hyperion Test Analyst,Capgemini,Bangalore/Bengaluru,"Communication, Hyperion HFM, analytical, Hyperion Financial Management, FDMEE, VB, Oracle ERP, Hyperion",2.0,3.0
Hyperion Test Analyst,Capgemini,Bangalore/Bengaluru,"IT Skills, Oracle, Data analysis, People management skills, Hyperion, PLSQL, Data quality, Test Analyst",9.0,11.0
Reliability Analyst,Cyient,Bangalore/Bengaluru,"IT Skills, Power BI, Mining, Semiconductor, Aviation, Aerospace, data security, Data collection",4.0,8.0
IT SYSTEMS ANALYST,Intel,Bangalore/Bengaluru,"Computer science, Automation, Data analysis, Change management, metadata, Networking, Workflow, Application development",3.0,8.0
Deal Desk Analyst,Autodesk,Bangalore/Bengaluru,"Data analysis, Publishing, Sales operations, Analytical, Salesforce.com, power bi, Data quality, Autodesk",4.0,8.0
"Manager, Business Analyst , Finance & Product SME",StateStreet Global Advisor Pvt Ltd,Hyderabad/Secunderabad,"Loans, Due diligence, Fixed income, Project management, Data quality, Capital market, Risk management, Business intelligence",2.0,5.0
Programmer/Analyst 2,Kla Tencor,Chennai,"Performance tuning, Data management, RDBMS, Packaging, PLSQL, Stored procedures, Customer service, Troubleshooting",1.0,6.0
Technology Analyst,Infosys,Bangalore/Bengaluru,"Azure, Email, Architecture, level, Analytical, Service, Data analytics, Knowledge management",2.0,5.0
Partnership Analyst I,Cerner,Bangalore/Bengaluru,"Verbal written, communication, Accounts Payable, MS Excel, Business administration, Analyst, Data analysis, Excel",3.0,5.0
HRIS Analyst I,BCD Travel,Bangalore/Bengaluru,"Data validation, SAP, Excel, Data management, Analytical, Relationship building, Data collection, Customer service",1.0,4.0
Urgent Opening For Information Technology Analyst,ICICI Bank,"Mumbai, Hyderabad/Secunderabad, Mumbai (All Areas)","Application Development, Software Development, Java, data governance, .net, HTML",3.0,6.0
Business Analyst,Minions Ventures,Bangalore/Bengaluru,"Analytics, Data Science, Business Intelligence, Excel, Data Analysis, Tableau, Dashboards, Data Analytics",2.0,4.0
Business Analyst - Fraud,Travix International,Bangalore/Bengaluru,"Computer science, Change management, Networking, Data management, Business Analyst, Trend analysis, Research, Performance monitoring",2.0,4.0
Analyst,AMERICAN EXPRESS GLOBAL BUSINESS TRAVEL,Bangalore/Bengaluru,"Manager Quality Assurance, Data conversion, Legal compliance, Analytical, Sabre, Customer service, Technology solutions, Operations",1.0,3.0
Analyst,GBT India Private Limited,Bangalore/Bengaluru,"Manager Quality Assurance, Data conversion, Legal compliance, Analytical, Sabre, Customer service, Technology solutions, Operations",1.0,3.0
Business Analyst,ITC Infotech,Bangalore/Bengaluru,"Office, SWIFT, Accounting, Configuration, FI, Accounting configuration, K TP, IR Fx",1.0,3.0
Privileged Access Management Support Analyst,EQ India,Bangalore/Bengaluru,"IIS, Linux, LDAP, Data management, Active directory, Windows, Apache, microsoft",5.0,7.0
Helpdesk Analyst,NTT Data,Bangalore/Bengaluru,"Helpdesk Analyst, Quality standards, data services, Computer hardware, Helpdesk, Service desk, Incident management, Information technology",2.0,5.0
Executive - Pricing Analyst,RedBus,Bangalore/Bengaluru,"Quality standards, Ticketing, Publishing, Excel, Social media, MIS, Data collection, Pricing Analyst",2.0,5.0
Content Analyst,Informatica,Bangalore/Bengaluru,"Content management, Data management, Technical writing, HTML, Informatica, SEO, MS Office, Monitoring",5.0,8.0
"Analyst 4, Business Applications",Western Digital,Bangalore/Bengaluru,"Outbound, Data migration, Sales, Web services, Salesforce.com, Customer service, Informatica, Troubleshooting",1.0,2.0
Sales Analyst - US Shift,HackerEarth,Bangalore/Bengaluru,"Change management, Usage, Sales, Data management, Senior Analyst, Process improvement, Analytical, innovation management",2.0,3.0
Privileged Access Management Support Analyst,EQUINITI ICS India Pvt Ltd,Bangalore/Bengaluru,"IIS, Linux, LDAP, Data management, Active directory, Windows, Apache, microsoft",2.0,4.0
Equity Research Analyst,Envestnet | Yodlee,Bangalore/Bengaluru,"Data Science, Data Management, Spark, Equity Research Analyst, Statistics, Analytics, Python, Sql",7.0,12.0
Business Analyst - Analytics Consulting | Tiger Analytics |,TIGER ANALYTICS INDIA CONSULTING PRIVATE LIMITED,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Business Intelligence, consulting, business analysis, Tableau, Reporting Tools, SQL, analytics, Data Science",1.0,4.0
BI Reporting Analyst,Hotstar,Bangalore/Bengaluru,"Computer science, MIS reporting, digital analytics, adobe analytics, Business reporting, Data analytics, QlikView, Operations",3.0,5.0
Quality Analyst,NTT DATA,Bangalore/Bengaluru,"Tosca testing, written communication, communication, analytical, verbal, IT Skills, Testing, Business process",3.0,8.0
Compensation And Benefits Analyst,Advanced Micro Devices,"Hyderabad/Secunderabad, Bangalore/Bengaluru","project management, process management, due diligence, written communication, subject matter expertise, project life cycle, market data, employee wellness",3.0,7.0
Asst Managment Analyst,AgreeYa,Bengaluru,"Procurement, Business process, Accessories, Desktop engineering, Talent acquisition, Client servicing, Service desk, Process operations",5.0,10.0
IT Solution Analyst,Intel,Bangalore/Bengaluru,"Computer science, System testing, Data analysis, Integration testing, Scrum, Data quality, Teradata, Troubleshooting",10.0,20.0
Role Designation- Technology Analyst,Infosys,Bangalore/Bengaluru,"Data warehouse, ETL, PL / SQL scripting, Analytical, Oracle database, Informatica, Unix Shell scripting, IT Skills",1.0,3.0
Analyst - DB Projects,Fidelity,Bangalore/Bengaluru,"Computer science, Analyst, Project management, Analytical, Management, Data mining, Operations, Financial services",1.0,3.0
"Business Analyst, India Digital",Pfizer,Mumbai,"Business process, Data analysis, Change management, Test scripts, Business analysis, Risk management, Information technology, RFP",3.0,6.0
Business Analyst,G4S,Gurgaon/Gurugram,"Business Research, Business Analytics, Secondary Market Research, Market Research, risk consulting, business analysis, solution delivery, market data",3.0,6.0
Business Systems Analyst I,Uber,Hyderabad/Secunderabad,"Business process, Business System Analyst, Business analysis, Consulting, System design, data integrity, User acceptance testing, SQL",7.0,9.0
Business Systems Analyst,Uber,Hyderabad/Secunderabad,"Business process, Partner management, Data analysis, Technology consulting, financial products, Project management, Test scenarios, Financial operations",3.0,6.0
Business Analyst,Capco,Chennai,"Regulatory Reporting, Life Cycle, Financial Services, Requirements Gathering, Business Analyst, Finance, Banking, Change Delivery",3.0,5.0
Business Analyst,Capco,Gurgaon/Gurugram,"Life Cycle, Process Documentation, Regulatory Reporting, Financial Services, Requirements Gathering, Finance, Banking, Change Delivery",2.0,7.0
Business System Analyst,Ameriprise Financial,Gurgaon/Gurugram,"Computer science, Data analysis, metadata, Test scripts, Data modeling, Analytical, Schema, Data quality",2.0,5.0
Business Process Analyst,Syngenta,Pune,"Communication Skills, Policies, Business Process, Sap R, Master Data, Supply Chain, Logistics, Recruitment",5.0,8.0
Analyst-Business Process Design,Accenture,Hyderabad/Secunderabad,"Business process, Process design, Consulting, SQL, Business operations, IT Skills, Python, Cloud",2.0,5.0
Business Analyst (Sales) - B.Tech/ MBA from Tier 1/2 Campuses - Noida,BYJUS,Noida,"Business Intelligence, Business Analyst, Business Analytics, Data Analyst, Business Analysis",6.0,8.0
Business Functional Analyst,Deutsche Bank,Mumbai,"CRO, Change management, Content management, Manager Quality Assurance, UML, Data quality, HTML, Visio",3.0,8.0
Business Support Analyst,TaskUs,Indore,"BPO, Procurement, Data validation, Business reporting, Business analysis, Analytical, Business intelligence, MS Office",3.0,7.0
Professional 1 Business Analyst,DXC Technology,Indore,"Data analysis, Coding, Business analysis, Database design, Issue resolution, Customer service, Oracle, Data entry",2.0,5.0
SAP CX Sales Cloud C4C Business Analyst,Accenture,Gurgaon/Gurugram,"IT Skills, SAP, Sales, Project implementation, Data management, Business Analyst, Report writing, Consulting",1.0,3.0
Business Analyst,Uber,Hyderabad/Secunderabad,"Automation, Google Analytics, Data management, Analytical, Data collection, Business intelligence, JIRA, Operations",1.0,3.0
Senior BA - Payments/Core Banking II,Deutsche Bank,Pune,"Product management, Networking, Business analysis, Agile, Cash management, Data quality, MS Office, SDLC",2.0,4.0
Business Functional Analyst,Deutsche Bank,Pune,"Product management, Assurance, GCP, Agile, Healthcare, Data analytics, Training and Development, SDLC",1.0,5.0
Business Analyst,"OLX, Inc",Gurgaon/Gurugram,"Computer science, Product engineering, Business Analyst, Business analysis, Hypothesis Testing, power bi, data visualization, Analytics",1.0,5.0
Business Analyst - Revenue Operations,Freshdesk,Chennai,"IT Skills, Tableau, Power BI, Data Transformation, R, Sas, Business Analyst, Advanced Analytics",4.0,7.0
Business System Analyst,MindTickle,Pune,"Business System Analyst, Analyst, Sales, Data management, Time management, data manipulation, Life sciences, Project planning",2.0,5.0
Business Analyst - Hyderabad,Amazon,Hyderabad/Secunderabad,"Business Analyst, business analysis, Data warehousing, ETL, Financial Analysis, data analysis, complex analysis, Data Mining",6.0,8.0
Business Advisory Analyst,Deutsche Bank,Pune,"Procurement, Service delivery, Automation, Diversity and Inclusion, Business advisory, Business process management, Vendor, Training and Development",6.0,8.0
Professional 2 Business Analyst,DXC Technology,Indore,"IT Skills, Testing, DBA, Oracle, Data analysis, Coding, Business analysis, Issue resolution",6.0,11.0
Professional 1 Business Analyst,DXC Technology,Hyderabad/Secunderabad,"IT Skills, Testing, DBA, Oracle, Data analysis, Coding, Business analysis, Issue resolution",1.0,4.0
Post Trade Clearing and Settlement Business Analyst,Accenture,Chennai,"Alfresco, Business analysis, Fixed income, Consulting, Agile, market data, MS Office, JIRA",2.0,4.0
Post Trade Clearing and Settlement Business Analyst,Accenture,Chennai,"agile, Alfresco, Jira, MS office, SDLC, Business analysis, Fixed income, Consulting",2.0,5.0
Technology Services-Process Manager-Business Analyst,eClerx,Mumbai,"RPA, Database Designing, Application Development, IT Skills, Software Development, Business Intelligence, Excel Powerpoint, Artificial Intelligence",1.0,4.0
"Business Management Analyst, Assoc",Deutsche Bank,Mumbai,"Analytical skills, Business administration, Market study, Transition management, Diversity and Inclusion, Billing, Database, Business management",1.0,3.0
Business Analyst,Paytm,Noida,"Computer science, Analytical skills, Business Analyst, Business Data Analyst, Process improvement, Report writing, Information management, Statistics",1.0,3.0
Hiring For Business Analyst,GirnarSoft,Gurgaon/Gurugram,"data analytics, Excel, business analysis, Tableau, SQL, IT Skills, Python, Google Sheets",3.0,5.0
Business Analyst,RJ Infotech,Jaipur,"Customer acquisition, Business Analyst, Project management, Web development, Feasibility analysis, Digital marketing, Software solutions, Analytics",1.0,5.0
Freshworks Business Analyst - CSM,Freshdesk,Chennai,"Customer Experience, Strategy Consulting, Saas, Problem Solving, Data Analysis, Marketing Campaigns, Data Visualization, Tableau",5.0,6.0
Business Analyst - EDC,Paytm,Noida,"EDC, data manipulation, Analytical, data visualization, Test analysis, Operations, Data warehousing, SQL",2.0,5.0
Analyst-Supply chain management,Accenture,Hyderabad/Secunderabad,"Procurement, Supply chain, Supply chain management, Sales operations, Consulting, IT Skills, Cloud, Big Data",3.0,5.0
Business Analyst,Faaso's,Mumbai,"MIS reporting, Hospitality, Data management, Business Analyst, Business analysis, MIS, Data analytics, Advanced Excel",2.0,4.0
Business Process Analyst,Syngenta,Pune,"Communication Skills, Effective Communication, Bpc, Business Process, Sap R, Master Data, Supply Chain, Recruitment",2.0,5.0
Analyst - Risk and Compliance,IBM,Chennai,"Data analysis, Change management, Due diligence, Project management, Financial services, IT Skills, Testing, Artificial Intelligence",3.0,8.0
Analyst-Procure To Pay Processing,Accenture,Gurgaon/Gurugram,"Payment processing, Billing, Consulting, Operations, Business operations, IT Skills, Cloud, Procurement",3.0,5.0
Analyst - Investment Risk Reporting,Franklin Templeton,Mumbai,"Fund accounting, Data validation, Mutual funds, Financial risk, Workflow, Manager Quality Control, Financial services, Technical support",1.0,4.0
Business Analyst,Morningstar,Mumbai,"Product management, Analytical skills, Team leading, Business Analyst, Business analysis, Project management, Agile, market data",6.0,15.0
Advisory Services Analyst - QA Analyst,Optum,Hyderabad/Secunderabad,"QA, IT Skills, Testing, Quality Assurance, Selenium, Automation Testing, Test Automation Framework, Defect Management",3.0,6.0
Analyst-Record To Report,Accenture,Mumbai,"Financial analysis, Consulting, Forecasting, Analytics, Balance Sheet, IT Skills, Cloud, Journal entries",4.0,6.0
Business Intelligence Analyst,Uber,Hyderabad/Secunderabad,"BPO, Data analysis, operational support, Networking, Analytical, Billing, Business Intelligence Analyst, Operations",10.0,12.0
Business Consulting -Payments Business Analyst,NTT DATA,Pune,"IT Skills, Testing, Business process, IT services, Solution architecture, BACS, Automation, data services",1.0,3.0
"Business Analyst - Business Analytics (BI tools, MS Access & SQL)",Avantor,Coimbatore,"Supply chain, Manager Internal Audit, MS Access, MIS, Project management, Process improvement, Pharma, Business analytics",2.0,5.0
